TPI,ART Link Max,ART Link Mid,Base Infectivity,Infmrl Condoms Late,Infmrl Form Rate,Infrml Condom Mid,Infrml Condom Rate,Mrtl Condom Max,Mrtl Condom Mid,Mrtl Condom Rate,Mrtl Form Rate,PreART Link Max,PreART Link Mid,PreART Link Min,SeedYr HIGH,Sexual Debut Age Female Weibull Heterogeneity,Sexual Debut Age Female Weibull Scale,Sexual Debut Age Male Weibull Heterogeneity,Sexual Debut Age Male Weibull Scale,Swaziland: Infmrl Condoms Late,Swaziland: LOW Risk,Swaziland: Trns Condoms Late,Trns Condom Late,Trns Condom Mid,Trns Condom Rate,Trns Form Rate,Male_To_Female_Relative_Infectivity_Multipliers,Nodes.0.Society.INFORMAL.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Rate,Nodes.0.Society.MARITAL.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Rate,Nodes.0.Society.TRANSITORY.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Actual_IndividualIntervention_Config__KP_ART_Link.Ramp_Max,[BUILDER] Actual_IndividualIntervention_Config__KP_ART_Link.Ramp_MidYear,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_Max,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_MidYear,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_Min,[BUILDER] Society__KP_Defaults.INFORMAL.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Defaults.MARITAL.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Defaults.TRANSITORY.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Swaziland.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Swaziland.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max
60,0.953469174,2010.037555,0.002348638,0.414005942,0.001172861,1992.430974,2.794019601,0.210543454,2001.895077,2.128827682,0.00042323,0.79913828,1996.167905,0.054622537,1982.708335,0.280583721,16.63766221,0.042873799,17.15791433,0.309310502,0.740713798,0.12106565,0.712664904,1998.894294,3.026337816,0.000136986,"[4.526627073624334, 4.526627073624334, 2.752107849839166]",0.001172861,0.309310502,1992.430974,2.794019601,0.00042323,0.210543454,2001.895077,2.128827682,0.000136986,0.12106565,1998.894294,3.026337816,0.953469174,2010.037555,0.79913828,1996.167905,0.054622537,0.001172861,0.414005942,1992.430974,2.794019601,0.00042323,0.210543454,2001.895077,2.128827682,0.000136986,0.712664904,1998.894294,3.026337816,0.309310502,0.12106565
61,0.947816828,2010.731262,0.00228756,0.44424091,0.001418732,1990.948863,3.14856951,0.29000958,2001.791685,2.314737566,0.00030427,0.783316654,1994.119866,0.004757836,1984.416059,0.33899452,16.4315461,0.058218194,16.06255762,0.308343613,0.731774862,0.102982624,0.639997034,1996.73534,3.600286018,0.000136986,"[4.62198342545773, 4.62198342545773, 2.352304299253992]",0.001418732,0.308343613,1990.948863,3.14856951,0.00030427,0.29000958,2001.791685,2.314737566,0.000136986,0.102982624,1996.73534,3.600286018,0.947816828,2010.731262,0.783316654,1994.119866,0.004757836,0.001418732,0.44424091,1990.948863,3.14856951,0.00030427,0.29000958,2001.791685,2.314737566,0.000136986,0.639997034,1996.73534,3.600286018,0.308343613,0.102982624
62,0.951792162,2010.875955,0.00235,0.374138599,0.001495375,1991.792281,2.971442952,0.209368288,2002.418205,2.37832498,0.000359261,0.786199959,1996.916554,0,1983.187676,0.269222509,16.1982543,0.077462074,17.63559557,0.382213807,0.666022722,0.111371436,0.666923907,1995.720575,3.126390445,0.000142081,"[4.280243400921976, 4.280243400921976, 2.878246230950948]",0.001495375,0.382213807,1991.792281,2.971442952,0.000359261,0.209368288,2002.418205,2.37832498,0.000142081,0.111371436,1995.720575,3.126390445,0.951792162,2010.875955,0.786199959,1996.916554,0,0.001495375,0.374138599,1991.792281,2.971442952,0.000359261,0.209368288,2002.418205,2.37832498,0.000142081,0.666923907,1995.720575,3.126390445,0.382213807,0.111371436
63,0.947710218,2010.061476,0.00234287,0.420831314,0.00159038,1992.082497,2.697205118,0.215369729,2002.100909,2.2118375,0.00049801,0.860208937,1994.062641,0,1982.828598,0.263513339,16.04918857,0.04,17.74073851,0.439036995,0.720920258,0.110173413,0.732567474,1995.772651,3.159326771,0.000168322,"[4.796611541200795, 4.796611541200795, 2.628399551723339]",0.00159038,0.439036995,1992.082497,2.697205118,0.00049801,0.215369729,2002.100909,2.2118375,0.000168322,0.110173413,1995.772651,3.159326771,0.947710218,2010.061476,0.860208937,1994.062641,0,0.00159038,0.420831314,1992.082497,2.697205118,0.00049801,0.215369729,2002.100909,2.2118375,0.000168322,0.732567474,1995.772651,3.159326771,0.439036995,0.110173413
64,0.958266702,2010.660218,0.0023126,0.421929153,0.001627973,1992.519446,2.928281083,0.212503541,2001.58478,2.172015469,0.000485555,0.836935755,1994.493126,0,1982.264191,0.300349389,16.12635342,0.04,17.31236233,0.309312376,0.722039536,0.118472007,0.706328631,1996.077931,3.177311945,0.000145739,"[4.813583272552594, 4.813583272552594, 2.7931476134893964]",0.001627973,0.309312376,1992.519446,2.928281083,0.000485555,0.212503541,2001.58478,2.172015469,0.000145739,0.118472007,1996.077931,3.177311945,0.958266702,2010.660218,0.836935755,1994.493126,0,0.001627973,0.421929153,1992.519446,2.928281083,0.000485555,0.212503541,2001.58478,2.172015469,0.000145739,0.706328631,1996.077931,3.177311945,0.309312376,0.118472007
65,0.944575914,2010.542947,0.002293385,0.404375454,0.00156154,1993.036372,2.968655271,0.223869392,2001.87735,2.598324183,0.000507904,0.81111491,1996.456717,0,1981.759847,0.323104505,16.24802365,0.04,16.77632994,0.339616507,0.758711128,0.105637581,0.70559411,1995.868242,2.42105059,0.000136986,"[4.802151687417782, 4.802151687417782, 2.480157425281469]",0.00156154,0.339616507,1993.036372,2.968655271,0.000507904,0.223869392,2001.87735,2.598324183,0.000136986,0.105637581,1995.868242,2.42105059,0.944575914,2010.542947,0.81111491,1996.456717,0,0.00156154,0.404375454,1993.036372,2.968655271,0.000507904,0.223869392,2001.87735,2.598324183,0.000136986,0.70559411,1995.868242,2.42105059,0.339616507,0.105637581
66,0.95210665,2010.706492,0.002340033,0.426472729,0.001401921,1992.290529,2.975147027,0.229848397,2001.596133,2.407892719,0.000446689,0.806797039,1994.037588,0.039970614,1982.02852,0.292428787,16.19804519,0.04709373,17.50521555,0.35244411,0.728733877,0.125747676,0.698985827,1996.74466,2.748043551,0.000136986,"[4.768444039613189, 4.768444039613189, 2.7986477120509377]",0.001401921,0.35244411,1992.290529,2.975147027,0.000446689,0.229848397,2001.596133,2.407892719,0.000136986,0.125747676,1996.74466,2.748043551,0.95210665,2010.706492,0.806797039,1994.037588,0.039970614,0.001401921,0.426472729,1992.290529,2.975147027,0.000446689,0.229848397,2001.596133,2.407892719,0.000136986,0.698985827,1996.74466,2.748043551,0.35244411,0.125747676
67,0.956769587,2010.593164,0.002338782,0.435452798,0.001338164,1992.762902,2.97569898,0.244289021,2002.292968,2.312580149,0.000441933,0.794704519,1993.606195,0.048703269,1983.273182,0.328226778,16.35274785,0.041350885,17.51314036,0.323781173,0.724464175,0.035731153,0.671645914,1995.758595,2.794942159,0.000136986,"[5.140912947617727, 5.140912947617727, 3.157808050157812]",0.001338164,0.323781173,1992.762902,2.97569898,0.000441933,0.244289021,2002.292968,2.312580149,0.000136986,0.035731153,1995.758595,2.794942159,0.956769587,2010.593164,0.794704519,1993.606195,0.048703269,0.001338164,0.435452798,1992.762902,2.97569898,0.000441933,0.244289021,2002.292968,2.312580149,0.000136986,0.671645914,1995.758595,2.794942159,0.323781173,0.035731153
68,0.953904972,2010.644729,0.002312535,0.44888009,0.001429556,1992.420098,3.070345324,0.210200776,2002.394912,2.428168163,0.00044383,0.840275106,1994.652521,0.002160281,1982.005239,0.305029856,16.25022841,0.048774754,17.53785007,0.313218943,0.692055475,0.078976533,0.741172361,1997.186497,3.327512889,0.000136986,"[4.717822366183046, 4.717822366183046, 2.5398574336922413]",0.001429556,0.313218943,1992.420098,3.070345324,0.00044383,0.210200776,2002.394912,2.428168163,0.000136986,0.078976533,1997.186497,3.327512889,0.953904972,2010.644729,0.840275106,1994.652521,0.002160281,0.001429556,0.44888009,1992.420098,3.070345324,0.00044383,0.210200776,2002.394912,2.428168163,0.000136986,0.741172361,1997.186497,3.327512889,0.313218943,0.078976533
69,0.954428255,2010.567055,0.002320371,0.407060494,0.00142644,1992.14474,3.076155418,0.204244576,2001.510752,2.461125264,0.000481226,0.799800918,1995.189932,0.011305831,1982.439656,0.322699535,16.39640513,0.046411759,17.53859362,0.324200676,0.737617906,0.10220258,0.69960262,1996.856644,3.117529844,0.000136986,"[4.814355418252132, 4.814355418252132, 3.0499168145074065]",0.00142644,0.324200676,1992.14474,3.076155418,0.000481226,0.204244576,2001.510752,2.461125264,0.000136986,0.10220258,1996.856644,3.117529844,0.954428255,2010.567055,0.799800918,1995.189932,0.011305831,0.00142644,0.407060494,1992.14474,3.076155418,0.000481226,0.204244576,2001.510752,2.461125264,0.000136986,0.69960262,1996.856644,3.117529844,0.324200676,0.10220258
70,0.951020902,2010.984831,0.002339947,0.423093465,0.001328773,1993.26139,3.02513932,0.205293469,2001.851245,2.242162878,0.000491125,0.808788268,1995.148971,0.024424989,1982.634738,0.301700267,16.62207598,0.053059354,17.41389093,0.329944783,0.704702064,0.109922836,0.682643641,1994.969813,3.11289515,0.000136986,"[4.98224409216666, 4.98224409216666, 3.111450476627552]",0.001328773,0.329944783,1993.26139,3.02513932,0.000491125,0.205293469,2001.851245,2.242162878,0.000136986,0.109922836,1994.969813,3.11289515,0.951020902,2010.984831,0.808788268,1995.148971,0.024424989,0.001328773,0.423093465,1993.26139,3.02513932,0.000491125,0.205293469,2001.851245,2.242162878,0.000136986,0.682643641,1994.969813,3.11289515,0.329944783,0.109922836
71,0.943377062,2011,0.002290039,0.410677939,0.001414155,1994.397064,2.836206803,0.201415431,2001.519197,2.898785596,0.000697172,0.754489936,1994.086921,0,1983.800344,0.341248574,16.32107724,0.04,17.25684602,0.389056885,0.746234659,0.119418821,0.632686166,1996.767922,2.973272409,0.000136986,"[4.754709142523715, 4.754709142523715, 3.0544362645530097]",0.001414155,0.389056885,1994.397064,2.836206803,0.000697172,0.201415431,2001.519197,2.898785596,0.000136986,0.119418821,1996.767922,2.973272409,0.943377062,2011,0.754489936,1994.086921,0,0.001414155,0.410677939,1994.397064,2.836206803,0.000697172,0.201415431,2001.519197,2.898785596,0.000136986,0.632686166,1996.767922,2.973272409,0.389056885,0.119418821
72,0.946509836,2011,0.002332448,0.421353489,0.001068601,1992.756017,2.973176594,0.259262043,2002.676205,2.026043241,0.000222941,0.842499563,1995.233278,0,1982.832722,0.293474913,16.11051449,0.04,16.84611053,0.268375395,0.730103063,0.071523288,0.75025979,1995.119696,2.948679012,0.000136986,"[4.426654116729238, 4.426654116729238, 2.813087093741736]",0.001068601,0.268375395,1992.756017,2.973176594,0.000222941,0.259262043,2002.676205,2.026043241,0.000136986,0.071523288,1995.119696,2.948679012,0.946509836,2011,0.842499563,1995.233278,0,0.001068601,0.421353489,1992.756017,2.973176594,0.000222941,0.259262043,2002.676205,2.026043241,0.000136986,0.75025979,1995.119696,2.948679012,0.268375395,0.071523288
73,0.966240946,2010.729838,0.00233725,0.409204438,0.002103328,1993.373554,3.002576084,0.194924454,2001.464054,2.712160514,0.000558482,0.873711598,1995.476629,0.041791414,1982.644107,0.272045422,15.94815969,0.04,17.2282559,0.319786635,0.738668829,0.132611593,0.742907352,1997.923133,2.955454383,0.000136986,"[4.89579924632647, 4.89579924632647, 2.911957012685367]",0.002103328,0.319786635,1993.373554,3.002576084,0.000558482,0.194924454,2001.464054,2.712160514,0.000136986,0.132611593,1997.923133,2.955454383,0.966240946,2010.729838,0.873711598,1995.476629,0.041791414,0.002103328,0.409204438,1993.373554,3.002576084,0.000558482,0.194924454,2001.464054,2.712160514,0.000136986,0.742907352,1997.923133,2.955454383,0.319786635,0.132611593
74,0.949827863,2010.692265,0.002332581,0.418550164,0.001440312,1992.615786,3.047244918,0.21277386,2001.166016,2.307561575,0.000543236,0.802429857,1995.490419,0.018344317,1982.15946,0.293736652,16.27580553,0.04,17.76829328,0.359444733,0.724410953,0.108049543,0.681153584,1996.516611,2.866805017,0.000136986,"[4.962949665327279, 4.962949665327279, 2.9654991369133348]",0.001440312,0.359444733,1992.615786,3.047244918,0.000543236,0.21277386,2001.166016,2.307561575,0.000136986,0.108049543,1996.516611,2.866805017,0.949827863,2010.692265,0.802429857,1995.490419,0.018344317,0.001440312,0.418550164,1992.615786,3.047244918,0.000543236,0.21277386,2001.166016,2.307561575,0.000136986,0.681153584,1996.516611,2.866805017,0.359444733,0.108049543
75,0.953226726,2010.553614,0.002339805,0.430280372,0.001587583,1992.344444,3.052107188,0.224029384,2001.517112,2.297779885,0.000467905,0.817166155,1997.015486,0.039333948,1982.312908,0.32760631,16.4241753,0.04,17.49921209,0.337713145,0.747792694,0.115719758,0.688216388,1996.688646,3.219368617,0.000136986,"[4.923505743629531, 4.923505743629531, 2.9278500116210613]",0.001587583,0.337713145,1992.344444,3.052107188,0.000467905,0.224029384,2001.517112,2.297779885,0.000136986,0.115719758,1996.688646,3.219368617,0.953226726,2010.553614,0.817166155,1997.015486,0.039333948,0.001587583,0.430280372,1992.344444,3.052107188,0.000467905,0.224029384,2001.517112,2.297779885,0.000136986,0.688216388,1996.688646,3.219368617,0.337713145,0.115719758
76,0.952457937,2010.175613,0.002311854,0.391648247,0.001326048,1992.786324,3.271775171,0.277425172,2001.238497,2.926076578,0.000476398,0.780697584,1995.309191,0.123779314,1982.686418,0.296838119,16.23263136,0.065065301,17.42837781,0.311886518,0.733518966,0.033259602,0.650537838,1997.460003,3.227034705,0.000136986,"[4.642138547234097, 4.642138547234097, 2.5728554426593258]",0.001326048,0.311886518,1992.786324,3.271775171,0.000476398,0.277425172,2001.238497,2.926076578,0.000136986,0.033259602,1997.460003,3.227034705,0.952457937,2010.175613,0.780697584,1995.309191,0.123779314,0.001326048,0.391648247,1992.786324,3.271775171,0.000476398,0.277425172,2001.238497,2.926076578,0.000136986,0.650537838,1997.460003,3.227034705,0.311886518,0.033259602
77,0.949981903,2010.860731,0.002349047,0.408667774,0.001451244,1992.392563,2.904107559,0.227549832,2001.777716,2.464649582,0.000450374,0.807220868,1994.898378,0.0116065,1983.091944,0.291263245,16.38984787,0.041767705,17.45493648,0.329703433,0.7272954,0.106664745,0.673083727,1996.5515,3.011108093,0.000136986,"[4.666400866340663, 4.666400866340663, 2.8294022153038325]",0.001451244,0.329703433,1992.392563,2.904107559,0.000450374,0.227549832,2001.777716,2.464649582,0.000136986,0.106664745,1996.5515,3.011108093,0.949981903,2010.860731,0.807220868,1994.898378,0.0116065,0.001451244,0.408667774,1992.392563,2.904107559,0.000450374,0.227549832,2001.777716,2.464649582,0.000136986,0.673083727,1996.5515,3.011108093,0.329703433,0.106664745
78,0.950329509,2009.994513,0.002317467,0.436220191,0.001343666,1992.599382,2.984484577,0.208178046,2002.090182,2.415285191,0.000473393,0.822358767,1996.748672,0.031183895,1982.272033,0.322411075,16.81135943,0.058122359,17.12600723,0.331138753,0.753229753,0.069069348,0.746357652,1996.958004,2.906862654,0.000136986,"[4.87348930423327, 4.87348930423327, 2.7512876569254465]",0.001343666,0.331138753,1992.599382,2.984484577,0.000473393,0.208178046,2002.090182,2.415285191,0.000136986,0.069069348,1996.958004,2.906862654,0.950329509,2009.994513,0.822358767,1996.748672,0.031183895,0.001343666,0.436220191,1992.599382,2.984484577,0.000473393,0.208178046,2002.090182,2.415285191,0.000136986,0.746357652,1996.958004,2.906862654,0.331138753,0.069069348
79,0.946259496,2010.893008,0.00231169,0.430460961,0.001227599,1992.119589,3.049594964,0.221526763,2000.948551,2.55827084,0.000435925,0.778377388,1996.379069,0.022015449,1981.137194,0.302446907,16.30931122,0.051465041,17.15702027,0.31805483,0.734263312,0.091201337,0.694445786,1997.370181,2.975033901,0.000136986,"[5.44366986912244, 5.44366986912244, 2.9606460549985316]",0.001227599,0.31805483,1992.119589,3.049594964,0.000435925,0.221526763,2000.948551,2.55827084,0.000136986,0.091201337,1997.370181,2.975033901,0.946259496,2010.893008,0.778377388,1996.379069,0.022015449,0.001227599,0.430460961,1992.119589,3.049594964,0.000435925,0.221526763,2000.948551,2.55827084,0.000136986,0.694445786,1997.370181,2.975033901,0.31805483,0.091201337
80,0.943416093,2011,0.002324825,0.458072688,0.001431111,1993.602877,2.934585405,0.163522283,2001.172393,2.33534949,0.000460961,0.803528175,1997.638463,0.05771758,1983.197738,0.319860829,15.91080202,0.04,18.06017871,0.361514424,0.741135885,0.073341317,0.739209582,1996.269109,3.061648414,0.000136986,"[5.1836054990486975, 5.1836054990486975, 3.2344549658872497]",0.001431111,0.361514424,1993.602877,2.934585405,0.000460961,0.163522283,2001.172393,2.33534949,0.000136986,0.073341317,1996.269109,3.061648414,0.943416093,2011,0.803528175,1997.638463,0.05771758,0.001431111,0.458072688,1993.602877,2.934585405,0.000460961,0.163522283,2001.172393,2.33534949,0.000136986,0.739209582,1996.269109,3.061648414,0.361514424,0.073341317
81,0.949194387,2010.319457,0.00235,0.409028214,0.001468491,1992.108999,2.912286895,0.250761528,2000.94354,2.485808186,0.000375001,0.774738584,1996.281327,0,1982.601013,0.312253054,16.5038991,0.074565326,17.79743045,0.36213235,0.712877114,0.069038013,0.670079105,1997.299457,2.930105568,0.000136986,"[5.187146821787018, 5.187146821787018, 2.958439153780634]",0.001468491,0.36213235,1992.108999,2.912286895,0.000375001,0.250761528,2000.94354,2.485808186,0.000136986,0.069038013,1997.299457,2.930105568,0.949194387,2010.319457,0.774738584,1996.281327,0,0.001468491,0.409028214,1992.108999,2.912286895,0.000375001,0.250761528,2000.94354,2.485808186,0.000136986,0.670079105,1997.299457,2.930105568,0.36213235,0.069038013
82,0.961261609,2010.215623,0.002297296,0.395787577,0.001624339,1992.478854,3.133473079,0.224202046,2002.308683,2.635463676,0.000498066,0.817607709,1996.160802,0,1983.726332,0.297710733,16.68446904,0.062470341,17.90338945,0.370856877,0.727154549,0.040216739,0.722833555,1996.815298,2.916997128,0.000136986,"[4.740517215203121, 4.740517215203121, 2.652027611615897]",0.001624339,0.370856877,1992.478854,3.133473079,0.000498066,0.224202046,2002.308683,2.635463676,0.000136986,0.040216739,1996.815298,2.916997128,0.961261609,2010.215623,0.817607709,1996.160802,0,0.001624339,0.395787577,1992.478854,3.133473079,0.000498066,0.224202046,2002.308683,2.635463676,0.000136986,0.722833555,1996.815298,2.916997128,0.370856877,0.040216739
83,0.943803419,2010.520253,0.00235,0.447860351,0.001500646,1991.771957,2.939329692,0.246458019,2001.466216,2.35377438,0.000464507,0.785728692,1996.36149,0,1983.01816,0.337567693,16.64024101,0.04,17.49129661,0.332445492,0.726989207,0.094908518,0.751121978,1997.925699,2.813761474,0.000136986,"[4.578795874024129, 4.578795874024129, 2.7992487560327968]",0.001500646,0.332445492,1991.771957,2.939329692,0.000464507,0.246458019,2001.466216,2.35377438,0.000136986,0.094908518,1997.925699,2.813761474,0.943803419,2010.520253,0.785728692,1996.36149,0,0.001500646,0.447860351,1991.771957,2.939329692,0.000464507,0.246458019,2001.466216,2.35377438,0.000136986,0.751121978,1997.925699,2.813761474,0.332445492,0.094908518
84,0.948603993,2010.927433,0.00235,0.419971298,0.001421653,1992.407905,3.046225555,0.188516347,2001.98935,2.842969818,0.00045586,0.722262567,1995.299034,0.030309205,1981.983605,0.316659688,16.20785382,0.057169652,17.29823401,0.356778486,0.7449072,0.105952258,0.636647103,1996.455243,2.654943613,0.000136986,"[4.785366751954113, 4.785366751954113, 2.867059700976111]",0.001421653,0.356778486,1992.407905,3.046225555,0.00045586,0.188516347,2001.98935,2.842969818,0.000136986,0.105952258,1996.455243,2.654943613,0.948603993,2010.927433,0.722262567,1995.299034,0.030309205,0.001421653,0.419971298,1992.407905,3.046225555,0.00045586,0.188516347,2001.98935,2.842969818,0.000136986,0.636647103,1996.455243,2.654943613,0.356778486,0.105952258
85,0.953735318,2010.595457,0.002302272,0.411135767,0.0014037,1994.475071,2.973821837,0.226348823,2001.854168,2.104619072,0.000468153,0.807580233,1994.60832,0,1983.365435,0.296948653,16.33099895,0.066631826,17.4658948,0.311841629,0.732995885,0.097512787,0.715669938,1995.074294,3.085936255,0.000136986,"[5.120494794910199, 5.120494794910199, 3.0148624645270434]",0.0014037,0.311841629,1994.475071,2.973821837,0.000468153,0.226348823,2001.854168,2.104619072,0.000136986,0.097512787,1995.074294,3.085936255,0.953735318,2010.595457,0.807580233,1994.60832,0,0.0014037,0.411135767,1994.475071,2.973821837,0.000468153,0.226348823,2001.854168,2.104619072,0.000136986,0.715669938,1995.074294,3.085936255,0.311841629,0.097512787
86,0.938378245,2010.562848,0.002335568,0.443195336,0.001504653,1993.072026,2.852421796,0.212378517,2002.344449,2.162251383,0.000467625,0.845622746,1996.178645,0,1982.525894,0.331122349,16.39751193,0.04,16.38172967,0.34761919,0.743889162,0.138198675,0.71983541,1994.855703,2.759307829,0.000136986,"[4.8372622714825395, 4.8372622714825395, 2.7301281359075587]",0.001504653,0.34761919,1993.072026,2.852421796,0.000467625,0.212378517,2002.344449,2.162251383,0.000136986,0.138198675,1994.855703,2.759307829,0.938378245,2010.562848,0.845622746,1996.178645,0,0.001504653,0.443195336,1993.072026,2.852421796,0.000467625,0.212378517,2002.344449,2.162251383,0.000136986,0.71983541,1994.855703,2.759307829,0.34761919,0.138198675
87,0.94442795,2011,0.002349033,0.43447148,0.001582513,1991.938561,2.960144844,0.210491194,2002.503015,2.709653971,0.000472343,0.773587971,1992.425191,0,1982.747661,0.325474395,16.02277921,0.047786062,17.95841032,0.293624983,0.718980583,0.127268595,0.7758665,1994.672277,3.217597921,0.000136986,"[4.773614068239816, 4.773614068239816, 2.883770143479548]",0.001582513,0.293624983,1991.938561,2.960144844,0.000472343,0.210491194,2002.503015,2.709653971,0.000136986,0.127268595,1994.672277,3.217597921,0.94442795,2011,0.773587971,1992.425191,0,0.001582513,0.43447148,1991.938561,2.960144844,0.000472343,0.210491194,2002.503015,2.709653971,0.000136986,0.7758665,1994.672277,3.217597921,0.293624983,0.127268595
88,0.949984683,2010.745762,0.00229028,0.394778812,0.001279933,1992.581367,2.995729375,0.176540437,2002.72977,2.543369758,0.000365027,0.843591948,1997.304066,0.013483976,1981.129528,0.31834976,16.06065023,0.04,17.71134158,0.355706967,0.684913099,0.15729695,0.690244548,1996.250464,3.02308424,0.000136986,"[4.76922579101041, 4.76922579101041, 3.1355699337682683]",0.001279933,0.355706967,1992.581367,2.995729375,0.000365027,0.176540437,2002.72977,2.543369758,0.000136986,0.15729695,1996.250464,3.02308424,0.949984683,2010.745762,0.843591948,1997.304066,0.013483976,0.001279933,0.394778812,1992.581367,2.995729375,0.000365027,0.176540437,2002.72977,2.543369758,0.000136986,0.690244548,1996.250464,3.02308424,0.355706967,0.15729695
89,0.962014494,2010.475295,0.002322546,0.371985027,0.001281209,1994.546183,2.941769593,0.258647051,2000.875123,2.912498724,0.000412472,0.796249452,1997.194199,0.034141974,1982.45326,0.315255826,16.12880733,0.04,16.65040886,0.341565961,0.744818032,0.102853752,0.65974856,1996.079815,2.691225865,0.000136986,"[4.784215581577543, 4.784215581577543, 2.8964578828627525]",0.001281209,0.341565961,1994.546183,2.941769593,0.000412472,0.258647051,2000.875123,2.912498724,0.000136986,0.102853752,1996.079815,2.691225865,0.962014494,2010.475295,0.796249452,1997.194199,0.034141974,0.001281209,0.371985027,1994.546183,2.941769593,0.000412472,0.258647051,2000.875123,2.912498724,0.000136986,0.65974856,1996.079815,2.691225865,0.341565961,0.102853752
90,0.964264327,2010.912028,0.002292916,0.426559116,0.001460158,1992.8832,2.904958751,0.236662643,2000.008109,2.44079753,0.000332714,0.874869272,1992.555782,0,1983.300572,0.317150581,16.51616937,0.04,17.73313072,0.306681454,0.740896453,0.179314666,0.764306698,1997.875013,3.137988099,0.000136986,"[4.435974571300452, 4.435974571300452, 2.9433437190635914]",0.001460158,0.306681454,1992.8832,2.904958751,0.000332714,0.236662643,2000.008109,2.44079753,0.000136986,0.179314666,1997.875013,3.137988099,0.964264327,2010.912028,0.874869272,1992.555782,0,0.001460158,0.426559116,1992.8832,2.904958751,0.000332714,0.236662643,2000.008109,2.44079753,0.000136986,0.764306698,1997.875013,3.137988099,0.306681454,0.179314666
91,0.954925435,2011,0.002284015,0.399234032,0.001228125,1992.066357,3.077230788,0.2172462,2001.370687,2.186477342,0.000503106,0.827136696,1997.660035,0,1984.085893,0.331312827,16.3401917,0.057551545,17.40057089,0.356591931,0.710850187,0.072774975,0.69940669,1997.121176,3.540450227,0.000136986,"[5.427598866287451, 5.427598866287451, 2.885020015482111]",0.001228125,0.356591931,1992.066357,3.077230788,0.000503106,0.2172462,2001.370687,2.186477342,0.000136986,0.072774975,1997.121176,3.540450227,0.954925435,2011,0.827136696,1997.660035,0,0.001228125,0.399234032,1992.066357,3.077230788,0.000503106,0.2172462,2001.370687,2.186477342,0.000136986,0.69940669,1997.121176,3.540450227,0.356591931,0.072774975
92,0.952272606,2010.67988,0.002329444,0.420953516,0.001528969,1992.525789,3.012496834,0.215846177,2001.854496,2.418434048,0.000457182,0.80620739,1995.744056,0.007256419,1982.552924,0.309592429,16.30228293,0.042494848,17.49452131,0.339119744,0.730405439,0.100701789,0.702405763,1996.680484,3.003583202,0.000136986,"[4.893776180388327, 4.893776180388327, 2.8578813469186026]",0.001528969,0.339119744,1992.525789,3.012496834,0.000457182,0.215846177,2001.854496,2.418434048,0.000136986,0.100701789,1996.680484,3.003583202,0.952272606,2010.67988,0.80620739,1995.744056,0.007256419,0.001528969,0.420953516,1992.525789,3.012496834,0.000457182,0.215846177,2001.854496,2.418434048,0.000136986,0.702405763,1996.680484,3.003583202,0.339119744,0.100701789
